text,spam,
"Subject: pjm two - settlement & market - based regulation market trials announ  ced  message sent from the pjm - customer - info mailing list at  pjm - customer - info @ majordomo . pjm . com :  pjm two - settlement & market - based regulation market trials  pjm will be conducting two - settlement and regulation market trials in  preparation for the implementation of its two - settlement and regulation  markets  on june 1 , 2000 . the market trials are designed to provide pjm market  participants the opportunity to submit generation offers , regulation offers ,  demand bids ( fixed and price - sensitive ) , increment offers , and decrement bids  using pjm emkt . pjm will clear the markets and provide the ability for pjm  market participants to view two - settlement and regulation market results using  pjm emkt .  pjm will conduct three sets of market trials . the first and second trials will  be conducted on april 19 and on april 27 . the final market trials will be  conducted on business days between may 15 and may 24 , 2000 .  all pjm market participants are eligible to participate in the market trials  for  two - settlement and regulation and must register in advance .  register now ! ! ! ! ( http : / / www . pjm . com / twoset / form _ twoset _ reg . html )  details of the market trails are described in the attached document .  >  - 2 g 3 dol ! . doc  questions may be directed to pjm customer service at ( 610 ) 666 - 8980 .  to unsubscribe from this list , send an e - mail to majordomo @ majordomo . pjm . com  containing only the following line in the body of the e - mail :  unsubscribe pjm - customer - info",0,
"Subject: power plant model  jeff ,  a few comments on the model :  1 . we have a few reservations about some features of the model but would like  to  discuss it internally and make the improvements without giving the benefit of  our insights to the consultant .  in general , the model is not unreasonable but the devil is always in the  details and in the inputs and  calibration . the same model may produce drastically different results  depending  on the quality of inputs .  2 . we don ' t have a separate pool of programmers in the research group . we  were told that you  would provide an it resource . alex would supervise this person .  vince",0,
"Subject: powerisk 2000 - october 3 rd - 6 th - paris  dear mr kaminski  i am delighted to say that the printed conference brochure is now available  and our logistics team will be mailing them out , along with the speaker  guideline packs ( including information on hotel discounts etc ) , in the next  couple of weeks . you will also no doubt receive copies via our main mailing  campaign .  in the interim , please find attached a shortened pdf copy of the conference  brochure for your perusal . ( i did not want to send you the complete 12 pages  as it would clog up your email ! ) the full colour version can be found on our  website at www . icbi . uk . com / powerisk  i hope you agree that the speaker plenum and line - up of topics is possibly  one of the best ever and not surprisingly the event is already drawing strong  international interest . in particular the executive summit day on e - business  and power trading is taking numerous bookings . i would be happy for you to  attend either the summit day or one of our two intensive post conference  workshops , but in order to avoid overcrowding on the day ask that all  reservations be made in advance .  i am certain that you have friends or colleagues who would be interested in  attending the conference this year , and would like to ask that you email the  enclosed details to them . to make things easy , i have attached a booking form  which should be faxed to + 44 20 7915 5101 . icbi would be happy to offer a 10 %  discount on registrations received through speaker recommendations .  finally for any enquiries relating to travel or hotel matters please contact  our logistics manager clare capel on + 44 20 7915 5198 . of course for any  programme related issues , please drop me an email or call me on + 44 20 7915  5194 .  i look forward to seeing you in october for what promises to be excellent and  informative week .  kind regards  rosemary fitzgerald  director , powerisk 2000  + 44 20 7915 5194  fax : + 44 20 7915 5101  email : rosef @ icbi . co . uk  !  - poweriska 300 . pdf  - speakerreg . doc",0,
"Subject: praca dyplomowa  niniejszym potwierdzam , ze nastepujacy studenci zlozyli prace dyplomowe :  jerzy seremak prezentacja instrument ? w analizy finansowej jako  podstawa oceny wybranego podmiotu  w kr ? tkim i dlugim okresie czasu ocena : bardzo dobra  waldemar mr ? z controlling w przedsiobiorstwie ocena : bardzo dobra  t . blach analiza wskaznikowa ocena : bardzo dobra  w . kaminski",0,
Subject: professor bambos ' visit  shirley :  professor bambos has the following appointments :  jim fallon 9 : 00 am - 9 : 30 am per fallon ' s assistant lucy marshall - ext .  34525  john echols 2 : 00 pm - 2 : 30 pm per echols ' assistant jo olsovsky - ext . 58064  enron tour 2 : 30 pm - 3 : 30 pm per courtney votaw - ext . 39390  anita,0,
"Subject: program  i forgot to attach the program file . here it is  - chonawee  - - - - - - - - - - - - - - - - - - - - - - forwarded by chonawee supatgiat / corp / enron on  10 / 17 / 2000 09 : 13 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  chonawee supatgiat  10 / 17 / 2000 09 : 13 pm  to : mike a roberts / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect  subject : program  mike ,  here is third version of the program . it gives better results than the  previous versions you have . sorry for the delay , these past 2 days i have  been busy meeting with people on the new ebs project . i think the result  looks reasonably good . you can try it . ( to run , type cow filename . jpg m )  smallcow . jpg : hand count 165 , program reports 140  cow 2 . jpg : hand count 1 , program reports 1  cow 3 . jpg : hand count 273 , program reports 244  cow 4 . jpg : hand count 7 , program reports 7  cow 5 . jpg : hand count 160 - 180 , program reports 165  - chonawee  you can show it to the others by yourself or i can go with you . i will have  to go to german consulate tomorrow morning and will be in the office around  10 : 30 - 11 am .  - chonawee",0,
"Subject: project with maria garcia  vince ,  here is a brief about the project with maria garcia .  promigas , in partnership with others , wants to acquire $ 80 mm tvcable  company in mexico .  promigas ' s ownership would be 25 % , i . e . , 20 mm . 10 mm of it would come from  debt .  enron wants to participate this deal by offer promigas loan guarantee in  exchange of call options  on 50 % promigas equity in tvcable .  following suggestions have been made :  1 ) get a market quote for the loan guarantee ;  use credit risk model to price the guarantee internally ;  need to speak to vasant  2 ) find a comparable company , study the volatility  using company value histogram from economics model ( crystal ball output ) ,  i can fit a lognormal  distribution , then find the volatility  3 ) calcalte the call option value , find braek - even strike .  any inputs are extremely welcome .  zimin",0,
"Subject: prop 0 sal  dear siobhan _ riskin  our company will place any business with a qualified website permanently at the top of the major search engines guaranteed never to move ( eg : yahoo ! , msn , alta vista , etc ) . if you are interested in being guaranteed first position in the top search engines at a promotional fee , please contact us at hannah @ speedy . com . pe please include the url ( s ) your are interested in promoting this is not pay per click examples will be provided .  sincerely  the search engine placement specialists  if you wish to be removed , please respond to hannah @ speedy . com . pe and type the word : remove in your subject line",1,
"Subject: quelqu ' un t ' aime en secret  quelqu ' un  t ' aime en secret  et nous a charg? de te pr?venir ,  devine  qui a flash? sur toi  en appelant le 08 99 701 123 *  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  * 1 . 12 ? / min  pour  ne plus recevoir de message , rpondez avec l ' objet stop . ",1,
"Subject: re :  frank ,  thanks . i have given your name to the employee energy and power risk  management  magazine who organizes power 2001 conference in houston ( may of 2001 ) .  vince  "" frank a . wolak "" on 11 / 28 / 2000 09 : 04 : 42 am  to : vince . j . kaminski @ enron . com  cc :  subject :  vince ,  sorry about the delay in responding . it ' s the end  of the quarter and i ' m teaching 3 courses , so things are  very busy , plus i had to work on a response to the ferc  proposed order for california . here is my student ' s cv .  please let me know if you need more information .  frank wolak  - jmyan _ cv _ newl . pdf",0,
"Subject: re :  thanks , please tell me if you need anything from ees .  vince j kaminski @ ect  01 / 09 / 2001 02 : 30 pm  to : denise furey / hou / ees @ ees  cc : vince j kaminski / hou / ect @ ect , vasant shanbhogue / hou / ect @ ect  subject : re :  denise ,  no problem .  we shall prepare a short presentation to address these issues .  vince kaminski  denise furey @ ees  01 / 09 / 2001 11 : 12 am  to : vince j kaminski / hou / ect @ ect  cc :  subject :  i hope you have seen the email below . do you have any problem with what  jeremy has asked you or your group to address . is there anything that you  want us to supply to you to assist you ?  - - - - - - - - - - - - - - - - - - - - - - forwarded by denise furey / hou / ees on 01 / 09 / 2001 11 : 11  am - - - - - - - - - - - - - - - - - - - - - - - - - - -  denise furey  01 / 08 / 2001 11 : 46 am  to : gayle w muench / hou / ees @ ees , michael tribolet / corp / enron @ enron , william s  bradford / hou / ect @ ect , vince j kaminski / hou / ect @ ect , vasant  shanbhogue / hou / ect @ ect  cc : don black / hou / ees @ ees , tony spruiell / hou / ees @ ees  subject :  i believe all of you received a request from jeremy blachman to hold the  afternoon of january 10 th open for an off - site to discuss the manner in which  rac and research assess / test the credit quality of ees transactions . i  realize that rac and ees have had many discussions as to the methodology , but  it might be helpful for all of us to understand the actual derivation of some  of analysis . please call me with any questions or comments at ext # 30349 .  the agenda will be as follows :  12 : 00 - 1 : 00 lunch  1 : 00 - 3 : 30 presentations  3 : 30 - to close discussion  rac / research presentations  the following topics would be of interest to ees :  1 - the derivation of default probabilities including ( research )  - - a discussion of the actual mathematical process ,  - - the analytics behind why these computations are deemed the best for  enron ,  - - a comparison to historic default rates and why they differ ( in respect  to actual default rates , shape of the cumulative default curves etc .  2 - the volatilities which are used to determine possible loss scenarios for  the commodity portion of ees deals including ( research )  - - the selection of curves  - - the application of those curves to the actual credit reserve model and  - - why these particular tests are applicable to our products .  3 - the recovery rates used in the credit reserve model . how are these  figures derived ? ( rac )  4 - how rac and research have adjusted the credit reserve model to  accommodate unusual aspects of the deal including ( rac )  - - promotion payments ,  - - accounts receivable  - - committed capital  - - and other factors  ees also understands that some of you may be familiar with our processes ,  however , there are perhaps areas that you would like to understand more  fully . please tell us what you would like to hear from us .  also , rac has sent us the credit reserve model and i have seen completed  models . perhaps prior to our meeting on wednesday , someone from rac and / or  research could sit with me and someone from phil layton ' s group and go  through the process of how the various pieces are put together .",0,
"Subject: re : [ no subject ]  hi vince ,  this resume looks quite good . we may wish to talk to him on the phone . however , now that david hoog has hired his own actuarial guys ( alex tartakowski and larry markus ) from ace , i am not sure if they require support on the actuarial side . with don black ( of global risk markets ) leaving enron , i think the effort to develop power products for the insurance markets is pretty much nonexistent , except for david hoog ' s product . the resume still looks interesting , though .  vasant  - - - - - original message - - - - -  from : kaminski , vince  sent : friday , april 13 , 2001 3 : 56 pm  to : shanbhogue , vasant  subject : [ no subject ]  vasant , please , take a look at this eresume .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 04 / 13 / 2001 09 : 55 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  cathy lira @ enron  03 / 26 / 2001 11 : 12 pm  to : vkamins @ enron . com  cc :  subject : [ no subject ]  - - - - - - - - - - - - - - - - - - - - - - forwarded by cathy lira / na / enron on 03 / 26 / 2001 04 : 12 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" imccracken "" on 02 / 24 / 2001 04 : 02 : 11 pm  please respond to "" imccracken ""  to : grad _ programs @ enron . com  cc :  subject : [ no subject ]  dear sir / madam ,  i am a student in a master ' s programme in mathematical finance due to graduate in august . my intention upon graduation is to work in a quantitative capacity in the  power markets and to this end , i am including my resume in the hope that i might be considered for any available position in your risk  management or structured products group requiring such mathematical skills .  i have addressed this email to your graduate programmes address but i am unsure whether or not my candidacy would fall under the umbrella covered by your associate programme . if this is not the case , any help in seeing that my resume finds the correct destination would be greatly appreciated .  yours sincerely ,  ian mccracken  * get free , secure online email at http : / / www . ziplip . com / *  - iancv . doc > ",0,
"Subject: re : aiesec polska - eurolds 2000  drogi panie andrzeju ,  probuje skontaktowac sie z jarkiem astramowiczem , by znalezc sposob  dofinansowania waszej imprezy .  jedyna mozliwosc , by to zrobic jest poprzez enron poland . mnie byloby  bardzo trudno usprawiedliwic to z mojego budzetu .  w . kaminski  "" andrzej wodnicki "" on 02 / 16 / 2000 02 : 50 : 05 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : aiesec polska - eurolds 2000  szanowny panie kaminski !  nazywam sie andrzej wodnicki i jestem czlonkiem stowarzysznia studentow  aiesec przy szkole glownej handlowej ( dawnej sgpis ) .  prosze o poswiecenie paru chwil na przeczytanie tego maila .  ( kontakt do pana otrzymalem od kolegi , ktory organizowal prezentacje firmy  enron na sgh , a posrednio od pana jarka astramowicza , przedstawiciela enron  na polske . )  w imieniu aiesec polska chcialbym zwrocic sie do pana z wielka prosba pomocy  przy wydarzeniu , ktore w tym roku organizujemy .  aiesec polska , a w szczegolnosci aiesec przy szkole glownej handlowej ma  zaszczyt organizowac w tym roku european leadership development seminar . jest  to seminarium na temat przywodztwa skierowne do obecnych i przyszlych  czlonkow rad wykonawczych komitetow lokalnych aiesec w calej europie .  po raz pierwszy aiesec polska ma mozliwosc organizacji takiego wydarzenia i  stanowi ono dla nas olbrzymie wyzwanie .  przygotowywalismy sie do niego od kilku lat i obecnie jestesmy juz w koncowej  fazie organizacji eurolds 2000 .  projekt rozpoczyna sie 7 marca 2000 roku oficjalnym otwarciem przez pana  prezydenta aleksandra kwasniewskiego w sali kongresowej . pozniej odbeda sie  dyskusje panelowe ( udzial wielu znakomitych gosci - m . in jan krzysztof  bielecki , jacek saryusz wolski , andrzej olechowski ) oraz wyklady i  prezentacje regionow polski w auli spadochronowej szkoly glownej handlowej , a  nastepnie delegaci udadza sie do hotelu mrongovia na szkolenia , casy i  wyklady na temat przywodztwa . ( szczegolowy program eurolds 2000 przesylam w  zalaczniku . )  jak do tej pory staralismy sie mozliwie najwiecej dokonac wlasnymi silami ,  jednak obecnie na 3 tygodnie przed tym wydarzeniem stoimy przed pewnym  problemem i stad tez pojawil sie pomysl skontaktowania pana , jako osoby ,  ktora moglaby nam wydatnie pomoc .  chcielibysmy poprosic pana o wsparcie finansowe .  wspolpracujemy juz z wieloma firmami i instytucjami ( m . in . deloitte & touche ,  arthur andersen , fundusz phare , fundacja konrada adenauera oraz wieloma  innymi ) , jednak na obecnym etapie organizacji projektu wciaz brakuje nam  12000 $ .  poczatkowo chcielismy nawiazac kontakt z pania eileen price z londynu , jednak  wydaje nam sie , ze pan jako zalozyciel aiesec w polsce powienien po pierwsze  o takim wydarzeniu wiedziec , a po drugie mamy nadzieje , ze moze nam pan pomoc .  bardzo prosze o odpowiedz ,  z powazaniem  andrzej wodnicki  prezydent eurolds 2000  aiesec szkola glowna handlowa  - attl . htm  - eurolds _ prezentacja . ppt",0,
"Subject: re : alp presentation  dennis ,  thanks for you message . i shall send you more information regarding the  dinner later this week .  christie patrick , who is in charge of our university liaison unit , is making  arrangements for  the evening at the enron field . hopefully , we shall be able to combine  dinner with a game .  vince  "" dennis w . loughridge "" on 04 / 30 / 2001 10 : 49 : 10 am  please respond to  to :  cc :  subject : re : alp presentation  vince  i will be attending the alp presentation on may 7 and would be pleased to  join the team for dinner if it is not too late .  thank you  dennis loughridge  dennis w . loughridge  director of energy consortium  rice university  713 - 348 - 2812  - - - - - original message - - - - -  from : vince . j . kaminski @ enron . com [ mailto : vince . j . kaminski @ enron . com ]  sent : tuesday , april 10 , 2001 8 : 16 am  to : loughrid @ rice . edu  cc : luigical @ rice . edu  subject : alp presentation  sorry , trying again . i probably got a wrong e - mail address and the original  message  was returned .  vince kaminski  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 04 / 10 / 2001  08 : 15 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  vince j kaminski  04 / 10 / 2001 08 : 13 am  to : barrett @ rice . edu , uecker @ rice . edu , cmiller @ rice . edu ,  lounghrid @ rice . edu , luigical @ rice . edu  cc : vince j kaminski / hou / ect @ ect , christie patrick / hou / ect @ ect , shirley  crenshaw / hou / ect @ ect , kenneth parkhill / na / enron @ enron  subject : alp presentation  on behalf of enron corp . i would like to invite you to an alp project  presentation by a group of students  of jesse h . jones graduate school of management , rice university .  the students will present the results of a research project regarding  electronic trading  platforms in the energy industry .  the presentation will be held on may 7 , at 4 : 00 p . m . at enron , 1400 smith .  we would also like to invite you to dinner , following the presentation .  vince kaminski  vincent kaminski  managing director - research  enron corp .  1400 smith street  room ebl 962  houston , tx 77002 - 7361  phone : ( 713 ) 853 3848  ( 713 ) 410 5396 ( cell )  fax : ( 713 ) 646 2503  e - mail : vkamins @ enron . com",0,
"Subject: re : anjam ' s term sheet  tara :  i am forwarding it to vince for his approval . it looks good although i have  three questions :  1 ) i presume that it is clear that enron pays housing up to 1500 / month .  anjam does not get a check for 1500 to play with . utility bills are not  included unless part of the rent , right ? this should be clarified ; as you  know , houston summers are a significant burden on the pocket - book .  2 ) economy class plane . can we even do that ? i thought enron policy was for  a b - class ticket for flights over 6 hours .  3 ) 500 lbs of transport . i don ' t know if this is a big ticket item , but i  would give him less , 250 say , if it would save enron considerable expense .  regards ,  grant .",0,
"Subject: re : anshuman srivastava  sandeep : further to my voice mail to you today , i will meet with anshuman at  10 : 30 am and will keep his documents in a file .  however , without some type of job offer in the us , we cannot move forward  with an ll visa for him and if you believe he will not be returning to the us  to work , then we really do not need to get him the ll at this time .  if the circumstances change , please let me know .  margaret  sandeep kohli @ enron _ development  02 / 15 / 2001 02 : 05 pm  to : margaret daffin @ ect  cc : molly magee @ ect , anshuman srivastav / enron _ development @ enron _ development  subject : anshuman srivastava  margaret ,  please find attached the resume of anshuman , as well as the form needed for  l - 1 visa , duly filled in .  copies of all required material for the visa , has already been put into  inter - office mail .  please do call me at 713 - 857 - 6826 . i want to reschedule today ' s meeting for  another time , since we are working on a deadline here .  regards ,  sandeep .  - - - - - - - - - - - - - - - - - - - - - - forwarded by sandeep kohli / enron _ development on  02 / 15 / 2001 01 : 58 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  sandeep kohli  02 / 15 / 2001 11 : 21 am  to : anshuman srivastav / enron _ development @ enron _ development  cc :  subject :",0,
"Subject: re : b . brandfass  barbara ,  my apologies . i was traveling and then we had the usual end of the quarter  pandemonium .  i am sending you my presentations and would like to get back to you with  some questions regarding your products .  vince  "" barbara e . brandfass "" on 07 / 10 / 2000 04 : 15 : 33 pm  to :  cc : "" amir sadr ""  subject : b . brandfass  hello vince ,  ?  sorry to be a bother but do you have those materials from your talk in may ?  ?  i look forward to hearing from you .  ?  thank you ,  ?  barbara e . brandfass , chief of business development  panalytix , inc . , www . panalytix . com  212 974 1022 , b @ panalytix . com",0,
"Subject: re : bogdan szopa - cv  shawn ,  i have met bogdan a few times socially . he graduated from the same university  i went to in poland .  he seems to be a dynamic and a personable guy .  he has experience that may be useful to your group .  vince  shawn cumberland @ enron _ development  02 / 12 / 2001 08 : 08 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : bogdan szopa - cv  vince :  can you give me some background on bogdan ?  many thanks . shawn  - - - - - - - - - - - - - - - - - - - - - - forwarded by shawn cumberland / enron _ development on  02 / 12 / 2001 08 : 12 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  awenda 2000 @ cs . com on 02 / 11 / 2001 11 : 26 : 12 pm  to : shawn . cumberland @ enron . com  cc :  subject : bogdan szopa - cv  dear shawn ,  it was a pleasure talking to you today . i will call you upon my return from  europe . in the meantime we will stay in touch via e - mail .  enclosed is my curriculum vitae .  best regards ,  bogdan m . szopa  - bogdan res . . doc",0,
"Subject: re : congratulations  thanks . congratulations to you .  ray  vince j kaminski  01 / 11 / 2000 09 : 49 am  to : raymond bowen / hou / ect @ ect  cc :  subject : congratulations  ray ,  congratulations . well deserved .  vince",0,
"Subject: re : credit trading brought to you by bryan seyfried  ted ,  i ' m happy to sign off on the basis discussed with bryan at the end of last  week and outlined in the attached memo .  regards  fernley  from : ted murphy 08 / 02 / 2000 22 : 16  to : steve w young / lon / ect @ ect , fernley dyson / lon / ect @ ect , michael r  brown / lon / ect @ ect , william s bradford / hou / ect @ ect , john sherriff / lon / ect @ ect ,  vince j kaminski / hou / ect @ ect  cc : rick buy  subject : credit trading brought to you by bryan seyfried  my understanding is that bryan will be in houston to present his strategy  regarding credit trading for approval under an interim trading policy -  signed off by jeff and rick . before making any recommendation to jeff , rick  wants to be sure that the people on the list above are comfortable with the  activity and will be willing to signoff on the approval . given that bryan  will be physically here , i am requesting that you e - mail your concurrence to  me no later than tommorrow . otherwise rac will not present to jeff for  approval .  thank you for your help in puttting this together and making it a success !  ted",0,
Subject: re : digitals  many thanks .  gillian .,0,
"Subject: re : enron broadband services  dear stinson ,  i apologize for the delay in responding . i was away wed - sun and  just returned . thank you very much for your email . i plan to make  a firm decision on my future plans sometime in the later half of  april , and would be extremely interested in getting an offer from  enron . i think the opportunities at enron are very exciting and  there is room for some real contribution to the group .  best wishes ,  salal  | >  | >  | > salal ,  | >  | > hope everything is going well with your thesis . we enjoyed hearing  about  | > your research topics during your visit to houston and feel that you could  ad  * d  | > many new ideas to the innovative environment that we are cultivating at  ebs .  | > i regret being a bit slow to get back to you after your visit . please  let  * me  | > know if you are still available and interested in coming to ebs . if so ,  i  | > will work on getting a formal offer out to you asap . if not , we would  sti  * ll  | > be interested in staying in touch in case you would be interested in  working  | > with us at some point in the future .  | >  | > best regards ,  | >  | > - - stinson  | >  | >  salal humair  massachvsetts institvte of technology  operations research center  rooms e 40 - 130 , 5 - 332 a  x 3 - 3014 , x 5 - 9727 ",0,
"Subject: re : enron contact info  christie ,  thanks again for taking the time to visit wharton and share about enron  and our upcoming project . i know each of us is excited about the opportunity  to learn and contribute to enron . specifically , thank you for the awesome  dinner at the palladium . it was a great way to get to know you , visant , and  vince better .  i look forward to visiting houston in january . please let me know if  you need any additional information with regard to the trip . have a great  holiday season , and i look forward to seeing each of you in january .  sincerely ,  jason cummins  - - - - - original message - - - - -  from : christie . patrick @ enron . com  to : fap @ management . wharton . upenn . edu  cc : clayton . degiacinto . wgo 2 @ wharton . upenn . edu ; mallikd @ wharton . upenn . edu ;  dennis . feerick . wgo 2 @ wharton . upenn . edu ; edsono @ wharton . upenn . edu ;  gustavop @ wharton . upenn . edu ; hethorne @ wharton . upenn . edu ;  jack . rejtman . wgo 2 @ wharton . upenn . edu ; singhjai @ wharton . upenn . edu ;  marc . cummins . wgo 2 @ wharton . upenn . edu ; levent 86 @ wharton . upenn . edu ;  whitselk @ wharton . upenn . edu ; thomas @ wharton . upenn . edu ;  camoglum @ wharton . upenn . edu ; nicholas . levitt . wgo 2 @ wharton . upenn . edu ;  bassalo @ wharton . upenn . edu ; mhenahan @ wharton . upenn . edu ;  mvittal @ wharton . upenn . edu ; stephen . lessar . wgo 2 @ wharton . upenn . edu ;  bhallat @ wharton . upenn . edu ; vincent . chen . wgo 2 @ wharton . upenn . edu ;  weigelt @ wharton . upenn . edu ; fap @ management . wharton . upenn . edu ;  christie . patrick @ enron . com ; vkamins @ enron . com ; jeffrey . a . shankman @ enron . com  sent : 12 / 7 / 2000 7 : 33 pm  subject : re : enron contact info  hi evryone !  vince , vasant and i are very excited about the tiger project ! we all  thoroughly enjoyed the opportunity to meet with such an incredibly  interesting , enthusiastic and intelligent group . thank you for your  time !  for those interested in the houston trip on january 18 - 19 th , please let  me  know by the 15 th of december so that i can get the best deal on air fare  ( one - month in advance ) .  also , i ' ll be forwarding the enron information packages to donna piazze  for  your receipt next week . i am including jeff shankman in this reply , as  jeff is a wharton grad , leader of one of our enron business units , and  one  of the most enthusiastic enron / wharton cheerleaders .  please feel free to individually contact me if there is anything i can  do  for any of you .  thanks again for your enthusiastic interest in enron !  - - christie .",0,
"Subject: re : eprm article  chris ,  this is very well written and will serve the reader well . a few comments .  1 . when i think about the taxonomy of the var models , i typically use the  classification based on 3 categories :  a . variance / covariance method  b . historical simulation  c . monte carlo simulation .  delta approach is the way of representing a position in a nonlinear  instrument .  2 . i would define monte carlo as an approach based on statistical simulation  of behavior of  all the market prices / rates , etc . , and revaluation of the entire portfolio .  the revaluation may be based on an approximation ( using taylor ' s expansion )  that may  involve delta , delta / gamma , delta / gamma / omega or may be exact ( based on the  same  model that produces the mark - to - market portfolio valuations ) .  the main benefit of using the mc simulation in the energy markets is the  ability to capture  the gapping behavior of the energy markets in a straightforward way . i would  emphasize that  there are attempts to incorporate jumps in the v / c model ( i shall send you  the references  from home ) .  3 . i would mention that historical simulation may break down in the markets  that are evolving  quickly ( new instruments for which we have no comparable prices ,  behavior of prices may change as markets mature or de - mature ) .  4 . for bigger portfolios , virtually all methods require some level of  aggregation into  atomic , elemental instruments to reduce the dimensionality of the problem .  this process may be a source of a big error .  5 . the computational burden of mc can be reduced through clever preprocessing  of a portfolio that introduces no error . many swaps with the same underlying  can be aggregated into one positions ( they are portfolios of forwards and  they are linear  instruments ) .  please , feel free to use any comment ( or none ) .  vince  "" chris strickland "" on 08 / 28 / 2000 02 : 58 : 56 pm  please respond to "" chris strickland ""  to :  cc :  subject : eprm article  dear vince ,  ?  d you think you might be able to look at this in the next day or so ? robin  is after something by the end of this week .  ?  best regards .  ?  chris .  ?  - eprm _ 01 _ var . doc",0,
"Subject: re : eprm articles  chris ,  thanks for the invitation . the evening of july the 18 th is fine with me .  the list looks fine and it can be easily expanded , if the first set of  articles is well received . i shall prepare a list of topics that occupy us  every day and that we could write about without revealing the details of our  proprietary research .  please , feel free to send the message from lacima . i think that it ' s better  for us to sign the articles with our names , giving our respective  affiliations . in this way , enron gets the credit , but not the liability if  there is any error in an article .  hope to see you soon .  vince",0,
"Subject: re : forecasting project  barbara ,  we are in touch with ketra and john and we shall work with them when they are  here .  vince  barbara g dillard @ enron  08 / 29 / 2000 11 : 23 am  to : mark mixon / hou / ees @ ees @ ect  cc : vince j kaminski / hou / ect @ ect , stinson gibner / hou / ect @ ect , laura  luce / corp / enron @ enron , d . wear @ pecorp . com @ ees @ ect ,  k . schmitt @ pecorp . com @ ees @ ect , j . wirick @ pecorp . com @ ees @ ect  subject : re : forecasting project  mark :  f . y . i . - i have been informed by ketra that she plans to be in the houston  office on monday september 18 th through wednesday september 20 th to meet with  vince and stinston .  hopefully we will be ready to continue phase i of the forecasting project .  can you make arrangements with vince and stinson ( hopefully they will be  available to meet ! ) .  thanks !  barbara  ( 312 ) 541 - 1232",0,
"Subject: re : forward oil prices  jens ,  i think i have cc ' ed you on this . john nowlan approved and stinson gibner  has the curves available for you .  vince  jens gobel @ enron  11 / 10 / 2000 04 : 44 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : forward oil prices  hi vince ,  have you already heard back from john nowlan ?  thanks a lot for your help again . have a great weekend .  jens  jens gobel  10 / 26 / 2000 12 : 06 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : forward oil prices  vince ,  as discussed on the phone , i am sending you the request that i have received  from prof . buehler . prof . buehler is the  head of the faculty of finance at mannheim university in germany . currently ,  he is writing a study about the hedging  strategy that led to the metallgesellschaft debacle . for this study he would  like to get forward oil prices form us .  the forward oil prices should be for wti with cushing as the delivery point  for the time period july 1986 and december 1996  with remaining contract durations between one and ten years . it would be  ideal to get this data on a daily basis . weekly  or monthly data is helpful as well , of course .  since mannheim university is among enron ' s tier one recruiting universities  in germany , it would be great if we could help  him with some data . thanks a lot for your help .  jens  o . korn @ uni - mannheim . de on 10 / 10 / 2000 11 : 44 : 57 am  to : jens . gobel @ enron . com  cc :  subject : daten  sehr geehrter herr goebel ,  bezugnehmend auf ihr heutiges telefongespraech mit herrn prof .  buehler hat mich prof . buehler gebeten , ihnen genauer  darzustellen , welche daten idealerweise fuer unsere studie  benoetigt wuerden .  zunaechst zum hintergrund . wir sind auf enron gestossen , weil  eduardo schwartz in einer seiner arbeiten die folgende datenquelle  angibt :  "" in addition to the publicly available futures data described above ,  for the purpose of this study enron capital and trade resources  made available some proprietary historical forward price curves  from 1 / 15 / 93 to 5 / 16 / 96 . from these data ten forward prices were  used in estimation , ranging in maturities from two months to nine  years ""  dies laesst uns annehmen , dass enron bestimmte daten  verfuegbar hat .  nun zum idealen datensatz :  forwardoelpreise ( am besten wti mit lieferung in cushing ) fuer  restlaufzeiten zwischen einem und zehn jahren fuer den zeitraum  juli 1986 bis dezember 1996 . dabei waere eine hohe  datenfrequenz ideal ( taeglich , ansonsten woechentlich oder  monatlich ) . zusaetzlich waeren auch spotpreise fuer wti mit  lieferung in cushing nuetzlich .  diese idealen datenanforderungen werden sich vermutlich nicht  erfuellen lassen . jedoch waere uns auch schon geholfen , wenn ein  kuerzerer zeitraum oder eine niedrigere datenfrequenz vorlaege .  wir waernen ihnen sehr dankbar , wenn sie in erfahrung bringen  koennten , inwiefern solche daten von enron zu erhalten sind .  herzlichen dank fuer ihre muehe und beste gruesse  olaf korn  p . s . bei rueckfragen stehe ich ihnen jederzeit gern zur verfuegung  dr . olaf korn  university of mannheim  chair of finance  d - 68131 mannheim  germany  tel . : + + 49 / 621 / 181 - 1487  fax . : + + 49 / 621 / 181 - 1519  e - mail : o . korn @ uni - mannheim . de",0,
